vin,make,model,year,body
WAUFFAFL6AN0XXXXX,Audi,A4,2010,
WBSBL92020JRXXXXX,BMW,3 Series,,
WBSBL92020JRXXXXX,BMW,3 Series,,
WAUZZZ4G7CN1XXXXX,Audi,A6,,estate
WAUZZZ4G7CN1XXXXX,Audi,A6,2012,estate
WAUZZZ8E03A2XXXXX,Audi,A4,,
WAUZZZ8E03A2XXXXX,Audi,A4,,
WAUZZZ8E03A2XXXXX,Audi,A4,,
5UXZV4C56D0EXXXXX,BMW,X5,2013,
WBAAS71060KVXXXXX,BMW,3 Series,,sedan
WBAEP31010PEXXXXX,BMW,3 Series,,estate
WBACS11060FRXXXXX,BMW,3 Series,,hatchback
WBAPX51090CUXXXXX,BMW,5 Series,,SUV
WBAPX51090CUXXXXX,BMW,5 Series,,
WBAPX51090CUXXXXX,BMW,5 Series,,estate
WBALM31070E3XXXXX,BMW,Z Series,,convertible
WBAJE31080B1XXXXX,BMW,5 Series,,
WBAJE31080B1XXXXX,BMW,5 Series,,sedan
WBA1S710305DXXXXX,BMW,1 Series,,
WBA1S710305DXXXXX,BMW,1 Series,,hatchback
WBA7L120507HXXXXX,BMW,1 Series,,hatchback
WBA7L120507HXXXXX,BMW,1 Series,,hatchback
WBADC7101006XXXXX,BMW,5 Series,,
WAUZZZ8V3EA1XXXXX,Audi,,,hatchback
WAUZZZ4F16N1XXXXX,Audi,A6,,
WAUZZZ4F16N1XXXXX,Audi,A6,,
WBAWB31080P0XXXXX,BMW,3 Series,,coupe
WBAWL7C56AP4XXXXX,BMW,3 Series,2010,
WBAJC51010WBXXXXX,BMW,5 Series,2017,sedan
WBAJC51010WBXXXXX,BMW,5 Series,,sedan
WAUZZZ4G1FN0XXXXX,Audi,,,
WBAVB11050KTXXXXX,BMW,3 Series,,sedan
WBAJF51050WWXXXXX,BMW,R,,sedan
WBAJF51050WWXXXXX,BMW,5 Series,,sedan
WBA3C1C59CF4XXXXX,BMW,3 Series,2012,
WBA7K310507HXXXXX,BMW,,,
WA1LMAFE1CD0XXXXX,Audi,Q7,2012,
WAUZZZ4L3AD0XXXXX,Audi,Q7,,
WAUZZZ4L3AD0XXXXX,Audi,Q7,,
WAUZZZ4L3AD0XXXXX,Audi,Q7,,SUV
WBAMX110X0DYXXXXX,BMW,5 Series,,
WBAMX110X0DYXXXXX,BMW,5 Series,,estate
WAUZZZ8F2AN0XXXXX,Audi,A5,,
WAUZZZ8F2AN0XXXXX,Audi,A5,,convertible
WAUZZZ8F2AN0XXXXX,Audi,A5,,convertible
WBAFF41090L1XXXXX,BMW,X5,,
WBAFF41090L1XXXXX,BMW,X Series,,SUV
WAUZZZ4G9GN1XXXXX,Audi,A6,,sedan
WBAWY510X00EXXXXX,BMW,X3,,SUV
WBAWY510X00EXXXXX,BMW,X Series,,SUV
WBA6A81020D8XXXXX,BMW,6 Series,,
WBA6A81020D8XXXXX,BMW,640dx (640dx),,
WBAFE41090LZXXXXX,BMW,X Series,,SUV
WBAVU31010AEXXXXX,BMW,3 Series,,estate
WAUZZZ4L87D0XXXXX,Audi,Q7,,
WAUZZZ4L87D0XXXXX,Audi,Q7,,
WAUZZZ8K29A1XXXXX,Audi,A4,,
WAUZZZ4L87D0XXXXX,Audi,Q7,,SUV
WAUZZZ8K29A1XXXXX,Audi,A4,,
WBAUY11090A9XXXXX,BMW,3 Series,,sedan
WBAUY11090A9XXXXX,BMW,3 Series,,estate
WBA4F11070G3XXXXX,BMW,4,,liftback
WAUZZZ8K4DA2XXXXX,Audi,A4,,estate
WAUZZZ8K4DA2XXXXX,Audi,A4,,
TRUZZZ8N7410XXXXX,Audi,TT,,
TRUZZZ8N7410XXXXX,Audi,TT,,
WBA1N72010J9XXXXX,BMW,1 Series,,hatchback
WBAPY71080C0XXXXX,BMW,R,,
WBAPY71080C0XXXXX,BMW,5 Series,,
WBAPY71080C0XXXXX,BMW,5 Series,,estate
WBAVU51010A1XXXXX,BMW,3 Series,,van
WBAVU51010A1XXXXX,BMW,3 Series,,estate
WBAVU51010A1XXXXX,BMW,3 Series,,estate
WUAZZZ8V2J19XXXXX,Audi,,2018,
WAUZZZ8R3EA0XXXXX,Audi,,,SUV
WAUAFAFL3AN0XXXXX,Audi,A4,2010,
WAURV78T49A0XXXXX,Audi,A5,2009,
WBAFW11050C6XXXXX,BMW,5 Series,,sedan
WBAWD11010PWXXXXX,BMW,3 Series,,coupe
WBAWY510800AXXXXX,BMW,X Series,,SUV
WBABC42060BJXXXXX,BMW,8 Series,,crossover
WBABC42060BJXXXXX,BMW,8 Series,,
WBAFB31050LPXXXXX,BMW,X Series,,SUV
WAUZZZ8P86A1XXXXX,Audi,A3,2006,
WBAPK7C5XBF0XXXXX,BMW,3 Series,2011,van
WBAWD11090PVXXXXX,BMW,3 Series,,
WBAWD11090PVXXXXX,BMW,3 Series,,coupe
WAUZZZ8T4BA0XXXXX,Audi,A5,,
WAUZZZ8T4BA0XXXXX,Audi,A5,,
WAUZZZ8T4BA0XXXXX,Audi,A5,,
WBS8M920905GXXXXX,BMW,3 Series,,
WAUZZZ8V1LA0XXXXX,Audi,,,
WBAXC01040DZXXXXX,BMW,5 Series,,hatchback
WAUZZZ4G1GN1XXXXX,Audi,A6,2016,
WBANW13508CZXXXXX,BMW,5 Series,2008,
WAUZZZ4G1GN1XXXXX,Audi,A6,,
WBA1S91060VGXXXXX,BMW,1 Series,,
WBA1S91060VGXXXXX,BMW,1 Series,,hatchback
WBABV71030JZXXXXX,BMW,3 Series,,
WBABV71030JZXXXXX,BMW,3 Series,,coupe
WBAFB51010LUXXXXX,BMW,X5,,
WBAFB51010LUXXXXX,BMW,X Series,,SUV
WAUZZZ4G1HN0XXXXX,Audi,A6,2017,
WAUZZZ4G1HN0XXXXX,Audi,A6,,estate
WBABR31090JPXXXXX,BMW,3 Series,,
WBABR31090JPXXXXX,BMW,3 Series,,convertible
WBANA72070B1XXXXX,BMW,5 Series,,
WAUZZZ4G7GN0XXXXX,Audi,A6,,
WAUZZZ4G7GN0XXXXX,Audi,A6,,
WBA4X51020ABXXXXX,BMW,4 Series,,
WBA4X51020ABXXXXX,BMW,4,,coupe
WBA3K31040F6XXXXX,BMW,3 Series,,
WBA3K31040F6XXXXX,BMW,3 Series,,estate
WBAKS810600MXXXXX,BMW,X5,,
WBAKS810600MXXXXX,BMW,X Series,,SUV
WB10B0708HZ5XXXXX,BMW,,,motorcycle
WAUZZZ8V4JA0XXXXX,Audi,A3,,
WAUZZZ8V4JA0XXXXX,Audi,,,hatchback
WBANX51010CTXXXXX,BMW,5 Series,,sedan
WUAZZZFX9J79XXXXX,Audi,R8,2018,
WAUZZZ8K0DA0XXXXX,Audi,A4,,
WAUZZZ8K0DA0XXXXX,Audi,A4,,
WUAZZZFX9J79XXXXX,Audi,R8,,crossover
WAUZZZ8K0DA0XXXXX,Audi,A4,,estate
WAUZZZ8K0DA0XXXXX,Audi,A4,,
WUAZZZFX9J79XXXXX,Audi,R8,,
WBA4E91050D8XXXXX,BMW,4,,
WBAFB52000LTXXXXX,BMW,X5,,estate
WBAUB31040VNXXXXX,BMW,1 Series,,hatchback
WBA1S310707CXXXXX,BMW,1 Series,,
WBA1S310707CXXXXX,BMW,1 Series,,
WBA1S310707CXXXXX,BMW,1 Series,,hatchback
WBAYB6C52DD2XXXXX,BMW,7 Series,2013,
WAUZZZ8P55A1XXXXX,Audi,A3,,
WAUZZZ8P55A1XXXXX,Audi,A3,,
WAUZZZ8P55A1XXXXX,Audi,A3,,hatchback
WAUZZZ4F46N0XXXXX,Audi,A6,,
WAUZZZ4F46N0XXXXX,Audi,A6,,
WUAZZZF5XJA9XXXXX,Audi,A5,,
WUAZZZF5XJA9XXXXX,Audi,A5,,
WUAZZZF5XJA9XXXXX,Audi,,,coupe
WAUZZZFY7N20XXXXX,Audi,,,SUV
WBSKG9C53BE3XXXXX,BMW,3 Series,2011,
WBSKG9C53BE3XXXXX,BMW,3 Series,,
WBSKG9C53BE3XXXXX,BMW,3 Series,,coupe
WBAAC11020ABXXXXX,BMW,3 Series,,sedan
WAUZZZ8KX9A2XXXXX,Audi,A4,,
WAUZZZ8KX9A2XXXXX,Audi,A4,,
WBANA51030B0XXXXX,BMW,5 Series,,
WAUZZZ8KX9A2XXXXX,Audi,A4,,
WBANA51030B0XXXXX,BMW,5 Series,,sedan
5UXFG43578L2XXXXX,BMW,X6,2008,SUV
5UXFG43578L2XXXXX,BMW,X Series,,SUV
WAUZZZ8P68A1XXXXX,Audi,A3,,
WAUZZZ8P68A1XXXXX,Audi,A3,,
WAUZZZ8P68A1XXXXX,Audi,A3,,hatchback
WBAFW31040DUXXXXX,BMW,5 Series,,
WBAFW31040DUXXXXX,BMW,5 Series,,sedan
WBANE51050B9XXXXX,BMW,5 Series,,sedan
WBS3R9C50FF7XXXXX,BMW,4 Series,,crossover
WBS3R9C50FF7XXXXX,BMW,4,,coupe
WBA4B1C57FG2XXXXX,BMW,4 Series,2015,sedan
WBA4B1C57FG2XXXXX,BMW,4,,liftback
WAUZZZ8T3DA0XXXXX,Audi,A5,,
WAUZZZ8T3DA0XXXXX,Audi,A5,,crossover
WAUZZZFYXJ21XXXXX,Audi,Q5,,
WAUZZZ8T3DA0XXXXX,Audi,A5,2013,
WAUZZZFYXJ21XXXXX,Audi,,,SUV
WBSWL92070PLXXXXX,BMW,3 Series,,
WBAKM81010CYXXXXX,BMW,7 Series,,sedan
WBABD11020PMXXXXX,BMW,3 Series,,
WBA8T51060G8XXXXX,BMW,3 Series,,hatchback
WBABD11020PMXXXXX,BMW,3 Series,,coupe
WBAKS410700HXXXXX,BMW,X Series,,SUV
WAUZZZ4M2HD0XXXXX,Audi,Q7,,estate
WBAJD11030G8XXXXX,BMW,5 Series,2017,sedan
WBAJD11030G8XXXXX,BMW,5 Series,,sedan
TRUZZZ8NX210XXXXX,Audi,TT,,
WBAFG81010L2XXXXX,BMW,X Series,,SUV
WBATX71010LBXXXXX,BMW,X3,,SUV
WBATX71010LBXXXXX,BMW,X Series,,SUV
WAUKFAFL1BN0XXXXX,Audi,A4,,sedan
WBAWA71007J0XXXXX,BMW,3 Series,,
WBAWA71007J0XXXXX,BMW,3 Series,,
WBAWA71007J0XXXXX,BMW,3 Series,,coupe
WAUZZZ8K0BA0XXXXX,Audi,A4,,
WBAEV11040KKXXXXX,BMW,3 Series,,sedan
WAUZZZ8K0BA0XXXXX,Audi,A4,,
WAUKFAFL1BN0XXXXX,Audi,A4,,sedan
WBA7C61010G5XXXXX,BMW,7 Series,,sedan
WBAWD11030P1XXXXX,BMW,3 Series,,coupe
WBALM310X0E3XXXXX,BMW,Z4,,
WBALM310X0E3XXXXX,BMW,Z4,,convertible
WBALZ31050C9XXXXX,BMW,6 Series,,
WBAUB31050VHXXXXX,BMW,1 Series,,hatchback
WBALZ31050C9XXXXX,BMW,6 Series,,convertible
WAUZZZ4F75N1XXXXX,Audi,A6,,
WAUZZZ4F75N1XXXXX,Audi,A6,,sedan
WBA8J11020A9XXXXX,BMW,3 Series,,
WBA8J11020A9XXXXX,BMW,3 Series,,estate
WA1DGAFE1DD0XXXXX,Audi,Q7,2013,
WBAWD710X0P0XXXXX,BMW,5 Series,,coupe
WBAWD710X0P0XXXXX,BMW,3 Series,,
WBAWD710X0P0XXXXX,BMW,3 Series,,coupe
WBA5E510X0G2XXXXX,BMW,5 Series,,
WBA5E510X0G2XXXXX,BMW,5 Series,,sedan
WBA1C11050VSXXXXX,BMW,1 Series,,
WBA3Y3101ED6XXXXX,BMW,3 Series,,sedan
WBA3Y3101ED6XXXXX,BMW,3 Series,,hatchback
WBA1C11050VSXXXXX,BMW,1 Series,,estate
WBA1C11050VSXXXXX,BMW,1 Series,,hatchback
WBA5V91090FJXXXXX,BMW,3 Series,,sedan
WBAWY510200AXXXXX,BMW,X Series,,SUV
WAUZZZ8V4KA0XXXXX,Audi,A3,,hatchback
WAUZZZ8V4KA0XXXXX,Audi,A3,,
WAUZZZ8V4KA0XXXXX,Audi,,,
WBA5N21020D4XXXXX,BMW,5 Series,,hatchback
WBA7J210X0G8XXXXX,BMW,7 Series,,sedan
WBSGY01060LKXXXXX,BMW,X Series,,SUV
WBSGY01060LKXXXXX,BMW,X5,,
5UXCY6C04P9PXXXXX,BMW,X6,2023,SUV
5UXCY6C04P9PXXXXX,BMW,,,
WBAVB31050PPXXXXX,BMW,3 Series,,sedan
TRUZZZ8NZY10XXXXX,Audi,TT,,
TRUZZZ8NZY10XXXXX,Audi,TT,,
TRUZZZ8NZY10XXXXX,Audi,TT,,
WAUZZZ8K39A0XXXXX,Audi,A4,,
WAUZZZ8K39A0XXXXX,Audi,A4,,
WAUZZZ8K39A0XXXXX,Audi,A4,,
WBAUM71080VHXXXXX,BMW,1 Series,,
WBAUM71080VHXXXXX,BMW,1 Series,,convertible
WBA1Y91040P7XXXXX,BMW,1 Series,,
WBA1Y91040P7XXXXX,BMW,1 Series,,hatchback
WUAZZZ8V7JA9XXXXX,Audi,,,hatchback
WBACN520X0LLXXXXX,BMW,Z3,,
WBAJA91060B3XXXXX,BMW,5 Series,,sedan
WBAJA91060B3XXXXX,BMW,5 Series,,sedan
WBAJA91060B3XXXXX,BMW,5 Series,,sedan
TRUZZZ8NZY10XXXXX,Audi,TT,,
TRUZZZ8NZY10XXXXX,Audi,TT,,
WBA3D11000J6XXXXX,BMW,3 Series,,sedan
TRUZZZ8NZY10XXXXX,Audi,TT,,coupe
TRUZZZ8NZY10XXXXX,Audi,TT,,
WAUZZZ8R5EA0XXXXX,Audi,Q5,2014,
TRUZZZ8NZY10XXXXX,Audi,TT,,
WAUZZZ8R5EA0XXXXX,Audi,Q5,,
WAUZZZ8R5EA0XXXXX,Audi,Q5,,SUV
WAUZZZ8R5EA0XXXXX,Audi,Q5,,
WBAUF11000PTXXXXX,BMW,1 Series,,hatchback
WAUZZZ4G3EN0XXXXX,Audi,A6,,
WAUZZZ4G3EN0XXXXX,Audi,A6,,
WBAEK12000B8XXXXX,BMW,6 Series,,
WAUZZZ4H1FN0XXXXX,Audi,A8,,sedan
WAUZZZAUZGP0XXXXX,Audi,,,SUV
WBA4K32050BXXXXXX,BMW,4,,liftback
WBA1C12020J1XXXXX,BMW,1 Series,,
WBA1C12020J1XXXXX,BMW,1 Series,,hatchback
WBA5D31070GVXXXXX,BMW,5 Series,,sedan
WUAZZZ4248N0XXXXX,Audi,R8,,
WUAZZZ4248N0XXXXX,Audi,R8,,coupe
WAUZZZ4G5GN1XXXXX,Audi,A6,,
WAUZZZ4G5GN1XXXXX,Audi,A6,,
WAUZZZ4G5GN1XXXXX,Audi,A6,,
WBANV1C50AC4XXXXX,BMW,5 Series,2010,
WBAPX71000B9XXXXX,BMW,5 Series,,estate
WAUZZZ4BZYN0XXXXX,Audi,A6,,
WAUZZZ4BZYN0XXXXX,Audi,A6,,
WAUZZZ4BZYN0XXXXX,Audi,A6,,
WBAPD71020WFXXXXX,BMW,X3,,SUV
WAUZZZ8K0AA0XXXXX,Audi,A4,,
WBAPD71020WFXXXXX,BMW,X Series,,SUV
WAUZZZ8K0AA0XXXXX,Audi,A4,2010,
WBAWN32080JVXXXXX,BMW,3 Series,,convertible
WBA5D31040GVXXXXX,BMW,5 Series,,
WBA5D31040GVXXXXX,BMW,5 Series,,sedan
WAUZZZ4F9AN0XXXXX,Audi,A6,,
WAUZZZ4F9AN0XXXXX,Audi,A6,,
WBACV410209EXXXXX,BMW,,,
WAUZZZGA7NA0XXXXX,Audi,Q2,,estate
WAUZZZF42HA0XXXXX,Audi,A4,2017,
WAUZZZ8T4DA0XXXXX,Audi,A5,,
TRUZZZ8J3A10XXXXX,Audi,TT,,
WAUZZZ8T4DA0XXXXX,Audi,A5,,hatchback
TRUZZZ8J3A10XXXXX,Audi,TT,,
WBAAA3100095XXXXX,BMW,3 Series,1996,sedan
WBAAA3100095XXXXX,BMW,3 Series,,coupe
WBA3L11070KPXXXXX,BMW,3 Series,,estate
WAUZZZ8P35A0XXXXX,Audi,A3,2005,
WAUZZZF3XK10XXXXX,Audi,,,SUV
WBAWY31040L5XXXXX,BMW,X3,,SUV
WBAWY31040L5XXXXX,BMW,X Series,,SUV
WAUZZZ8V0KA0XXXXX,Audi,,,hatchback
WAUZZZ8V0KA0XXXXX,Audi,A3,,
WAUZZZF44HA0XXXXX,Audi,A4,2017,
WAUZZZF44HA0XXXXX,Audi,A4,,
WAUZZZF44HA0XXXXX,Audi,A4,,
WAUZZZF44HA0XXXXX,Audi,A4,,
WBXJG9C00L5PXXXXX,BMW,X1,2020,
WBAVC51040KJXXXXX,BMW,3 Series,,
WBAVC51040KJXXXXX,BMW,3 Series,,sedan
WAUZZZ8V8H10XXXXX,Audi,A3,,
WAUZZZ8V8H10XXXXX,Audi,A3,2017,sedan
WAUZZZ8K0AA1XXXXX,Audi,A4,,
WAUZZZ8K0AA1XXXXX,Audi,A4,,
WAUZZZ8K0AA1XXXXX,Audi,A4,,
TRUZZZFV1G10XXXXX,Audi,TT,,
TRUZZZFV1G10XXXXX,Audi,TT,,
WBAER91030KGXXXXX,BMW,3 Series,,
WBAER91030KGXXXXX,BMW,3 Series,,
WBAER91030KGXXXXX,BMW,3 Series,,
WBAER91030KGXXXXX,BMW,3 Series,,sedan
WBA3D11090F3XXXXX,BMW,3 Series,,sedan
WBAFB71070LXXXXXX,BMW,X5,,SUV
WBAFB71070LXXXXXX,BMW,X Series,,SUV
WAUZZZ8R7EA1XXXXX,Audi,Q5,,
WAUZZZ8R7EA1XXXXX,Audi,Q5,,crossover
WAUZZZ8R7EA1XXXXX,Audi,Q5,,SUV
WUAZZZ8V5GA9XXXXX,Audi,A3,,
WUAZZZ8V5GA9XXXXX,Audi,,,hatchback
WAUZZZ8P67A1XXXXX,Audi,A3,,
WAUZZZ8P67A1XXXXX,Audi,A3,,hatchback
WBAWD11030PWXXXXX,BMW,3 Series,,
WBANX51030CTXXXXX,BMW,5 Series,,
WBAWD11030PWXXXXX,BMW,3 Series,,coupe
WBANX51030CTXXXXX,BMW,5 Series,,sedan
WAUZZZ8P64A1XXXXX,Audi,A3,,
WBAWC91060PWXXXXX,BMW,3 Series,,
WAUZZZ8P64A1XXXXX,Audi,A3,,
WAUZZZ8P64A1XXXXX,Audi,A3,2004,hatchback
WBASP81090DXXXXXX,BMW,5 Series,,hatchback
WBAWC91060PWXXXXX,BMW,3 Series,,coupe
WAUZZZ4GXHN1XXXXX,Audi,A6,2017,
WBA1S710505DXXXXX,BMW,1 Series,,
WBA1S710505DXXXXX,BMW,1 Series,,
WBA1S710505DXXXXX,BMW,1 Series,,hatchback
WAUZZZ4GXHN1XXXXX,Audi,A6,,
WAUZZZ4GXHN1XXXXX,Audi,A6,,
WAUZZZ4GXHN1XXXXX,Audi,A7,,hatchback
WBANX71020CSXXXXX,BMW,5 Series,,
WBANX71020CSXXXXX,BMW,5 Series,,
WBAFF01020L2XXXXX,BMW,X5,,
WBAFF01020L2XXXXX,BMW,X Series,,SUV
WBAWB71010P1XXXXX,BMW,3 Series,,
WBAFH610300BXXXXX,BMW,X6,,
WBAFH610300BXXXXX,BMW,X Series,,SUV
WBAWB71010P1XXXXX,BMW,3 Series,,coupe
WAUZZZF4XJA2XXXXX,Audi,A4,,estate
WBANX71020CSXXXXX,BMW,5 Series,,sedan
WBAPG11040E7XXXXX,BMW,3 Series,,sedan
WBAVU91020KTXXXXX,BMW,3 Series,,estate
5UXTS3C58K0ZXXXXX,BMW,X3,2019,
WAUZZZ8P04A0XXXXX,Audi,A3,,
WBY1Z610XHV9XXXXX,BMW,i3,,
WBASP61080C3XXXXX,BMW,Z4,,
WBY1Z610XHV9XXXXX,BMW,i3,,
WAUZZZ8P04A0XXXXX,Audi,A3,,hatchback
WBASP61080C3XXXXX,BMW,5 Series,,hatchback
WBY1Z610XHV9XXXXX,BMW,i,,hatchback
WBAUD71050P4XXXXX,BMW,1 Series,,
WBAUD71050P4XXXXX,BMW,1 Series,,
WBA2H11070V3XXXXX,BMW,2 Series,,coupe
WBATS31070LFXXXXX,BMW,X3,,SUV
WBATS31070LFXXXXX,BMW,X3,,
WBATS31070LFXXXXX,BMW,X Series,,
WBAPL31060A1XXXXX,BMW,3 Series,,sedan
WBAPX31010C3XXXXX,BMW,5 Series,,estate
WAUZZZFYXJ21XXXXX,Audi,Q5,,
WAUZZZFYXJ21XXXXX,Audi,Q5,,SUV
WBS2U710507DXXXXX,BMW,2 Series,,
WBS2U710507DXXXXX,BMW,2 Series,,coupe
WBY7Z61080VGXXXXX,BMW,i3,2018,
WBY7Z61080VGXXXXX,BMW,i,,hatchback
WBA4C31030G0XXXXX,BMW,4 Series,,hatchback
WBA4C31030G0XXXXX,BMW,4 Series,,
WBA4C31030G0XXXXX,BMW,4,,liftback
WAUZZZ8K2AN0XXXXX,Audi,A4,,
WAUZZZ8K2AN0XXXXX,Audi,A4,2010,
WBSJF01070G9XXXXX,BMW,5 Series,,sedan
WBAXA10010DXXXXXX,BMW,5 Series,,sedan
WAUZZZ8DZYA0XXXXX,Audi,A4,,
WAUZZZ8DZYA0XXXXX,Audi,A4,,
WBA3E11060P6XXXXX,BMW,3 Series,,sedan
WAUZZZ8K0AN0XXXXX,Audi,A4,,
WBA3E11060P6XXXXX,BMW,3 Series,,sedan
WAUZZZ8K0AN0XXXXX,Audi,A4,,sedan
WAUZZZ4G9CN0XXXXX,Audi,,,
WBAKS410600HXXXXX,BMW,X Series,,SUV
WBS2U71010VJXXXXX,BMW,2 Series,,coupe
WBS2U71010VJXXXXX,BMW,2 Series,,
WBAUD71060P4XXXXX,BMW,1 Series,,
WBAFB71060LXXXXXX,BMW,X5,,SUV
WBAFB71060LXXXXXX,BMW,X5,2006,
WBAUD71060P4XXXXX,BMW,1 Series,,hatchback
WBAFB71060LXXXXXX,BMW,X Series,,SUV
WAUZZZ8R4EA0XXXXX,Audi,Q5,,
WAUZZZ8R4EA0XXXXX,Audi,Q5,,SUV
WBAFG01070L1XXXXX,BMW,X Series,,SUV
WAUZZZ8U4JR0XXXXX,Audi,Q3,2018,
WBAVF91000VGXXXXX,BMW,3 Series,,
WBAVF91000VGXXXXX,BMW,3 Series,,
WBAVF91000VGXXXXX,BMW,3 Series,,
WBAVF91000VGXXXXX,BMW,3 Series,,sedan
WBAVF91000VGXXXXX,BMW,3 Series,,sedan
WAUZZZ8U4JR0XXXXX,Audi,Q3,,
WAUZZZ8U4JR0XXXXX,Audi,Q3,,
WAUZZZ8U4JR0XXXXX,Audi,Q3,,
WAUZZZ8U4JR0XXXXX,Audi,Q3,,SUV
WAUZZZ8F1AN0XXXXX,Audi,A5,,
WAUZZZ8F1AN0XXXXX,Audi,A5,,convertible
WAUZZZ8F1AN0XXXXX,Audi,A5,,convertible
TRUZZZ8J8810XXXXX,Audi,TT,,
TRUZZZ8J8810XXXXX,Audi,TT,,
WBA3A5C55DF3XXXXX,BMW,3 Series,2013,
WBA3A5C55DF3XXXXX,BMW,3 Series,2013,sedan
WAUZZZ8K7DA0XXXXX,Audi,A4,,
WBS2071010V3XXXXX,BMW,2 Series,,
WBA3A5C55DF3XXXXX,BMW,3 Series,,
WAUZZZ8K7DA0XXXXX,Audi,A4,2013,
WBANX31050C1XXXXX,BMW,5 Series,,sedan
WBAEU71010KVXXXXX,BMW,3 Series,,sedan
WAUZZZ8E17A0XXXXX,Audi,A4,,
WBAFB71030LWXXXXX,BMW,X5,,SUV
WBAFB71030LWXXXXX,BMW,X5,,crossover
WAUZZZ8E17A0XXXXX,Audi,A4,,
WBAKK31090E6XXXXX,BMW,3 Series,,coupe
WAUZZZ8E92A1XXXXX,Audi,A4,,
WBAAX71030JRXXXXX,BMW,3 Series,,estate
WAUZZZ8E92A1XXXXX,Audi,A4,,
WAUZZZ8T38A0XXXXX,Audi,,,coupe
WBAWD31090PAXXXXX,BMW,3 Series,,
WBAWD31090PAXXXXX,BMW,3 Series,,coupe
WBAFV31050D2XXXXX,BMW,5 Series,,
WBAFV31050D2XXXXX,BMW,5 Series,,sedan
WBY8P620307DXXXXX,BMW,i3,,hatchback
WAUZZZ8P27A1XXXXX,Audi,A3,,
WAUZZZ8P27A1XXXXX,Audi,A3,,hatchback
WAUZZZ8P27A1XXXXX,Audi,A3,,
WAUZZZ8K2FA1XXXXX,Audi,A4,,
WAUZZZF48HA1XXXXX,Audi,A4,2017,
WAUZZZ8K9DA1XXXXX,Audi,A4,,
WAUZZZF48HA1XXXXX,Audi,A4,,estate
WAUZZZ8K9DA1XXXXX,Audi,A4,,hatchback
WAUZZZ8K9DA1XXXXX,Audi,A4,,
WAUZZZ8K9DA1XXXXX,Audi,A4,,
WAUZZZ8K9DA1XXXXX,Audi,A4,2013,estate
TRUZZZ8NZX10XXXXX,Audi,TT,,
WAVZZZ8K29A0XXXXX,Audi,A4,,
TRUZZZ8NZX10XXXXX,Audi,TT,,coupe
WBXHT3C3XG5EXXXXX,BMW,X1,2016,SUV
WBXHT3C3XG5EXXXXX,BMW,X1,,
WBXHT3C3XG5EXXXXX,BMW,X1,2016,
WAVZZZ8K29A0XXXXX,Audi,A4,,
WBXHT3C3XG5EXXXXX,BMW,X1,,crossover
WBSBL93443JRXXXXX,BMW,3 Series,2003,
WBSBL93443JRXXXXX,BMW,3 Series,,
WBAGM21040DRXXXXX,BMW,7 Series,,
WBA5G11050D1XXXXX,BMW,5 Series,,
WBAGM21040DRXXXXX,BMW,7 Series,,sedan
WBAPN11090VJXXXXX,BMW,3 Series,,sedan
WBSBL93443JRXXXXX,BMW,3 Series,,coupe
WAUZZZ8V8G10XXXXX,Audi,A3,,
WAUZZZ8V8G10XXXXX,Audi,A3,,sedan
WAUZZZ8E25A4XXXXX,Audi,A4,,
WAUZZZ8E25A4XXXXX,Audi,A4,,
WAUZZZF54HA0XXXXX,Audi,A5,2017,
WAUZZZ8K09N0XXXXX,Audi,A4,2009,
WAUZZZ8E25A4XXXXX,Audi,A4,,
WAUZZZ8K1DA1XXXXX,Audi,A4,,
WAUZZZF54HA0XXXXX,Audi,A5,,
WBA5G11050D1XXXXX,BMW,5 Series,,estate
WAUZZZ8K1DA1XXXXX,Audi,A4,,
WBAFF41050L1XXXXX,BMW,X Series,,SUV
WAURV68T59A0XXXXX,Audi,A5,,
WAURV68T59A0XXXXX,Audi,S5,,coupe
WAUZZZ8L22A0XXXXX,Audi,,,hatchback
WBABN11020JVXXXXX,BMW,3 Series,,
WBABN11020JVXXXXX,BMW,3 Series,,coupe
WBAJA91050GFXXXXX,BMW,5 Series,,sedan
WBA5D71040G2XXXXX,BMW,5 Series,,
WBA5D71040G2XXXXX,BMW,5 Series,,
WBA5D71040G2XXXXX,BMW,5 Series,,
WBA5D71040G2XXXXX,BMW,5 Series,,sedan
WAUZZZ8K99A1XXXXX,Audi,A4,,
WAUZZZ8K99A1XXXXX,Audi,A4,,
WAUZZZ4M3GD0XXXXX,Audi,Q7,2016,
WAUZZZ4M3GD0XXXXX,Audi,Q7,,crossover
WAUZZZ8KXCA0XXXXX,Audi,A4,,
WAUZZZ4M3GD0XXXXX,Audi,Q7,,
WBAMX71060C2XXXXX,BMW,5 Series,,estate
WAUZZZ8KXCA0XXXXX,Audi,A4,,
WAUZZZ4M3GD0XXXXX,Audi,Q7,,SUV
WAUZZZ8E35A0XXXXX,Audi,A4,,
WAUZZZ8V1FA0XXXXX,Audi,A3,,
WAUZZZ4BX4N0XXXXX,Audi,A6,,
WAUZZZ8E35A0XXXXX,Audi,A4,,
WAUZZZ8V1FA0XXXXX,Audi,,2015,
WAUZZZ4BX4N0XXXXX,Audi,A6,,
WBAYC41030DZXXXXX,BMW,7 Series,,sedan
WBAGT610409DXXXXX,BMW,,,
WBAWZ519700MXXXXX,BMW,X Series,,SUV
